product_id,product_name,category,subcategory,brand,sku,price,cost_price,profit_margin,stock_quantity,reorder_level,supplier_id,manufacturer,weight_kg,dimensions,color,material,warranty_months,rating,reviews_count,is_active,date_added,last_updated,tags,description,features,metadata_seasonal,metadata_limited_edition,metadata_bestseller,metadata_new_arrival
PROD1022,Nike Accessories Max,Fashion,Accessories,Nike,SKU-92213-348,396.0,253.31,36.03,52,29,SUPP970,Nike,13.72,25x82x15cm,Gold,Wood,36,4.1,6071,True,2025-03-05,2026-02-07T20:30:35.792177,"[""fashion"", ""accessories"", ""nike""]",High-quality accessories from Nike,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,False,True
PROD1023,Sony Wearables Plus,Electronics,Wearables,Sony,SKU-70931-546,1191.0,778.93,34.6,422,47,SUPP374,Sony,6.51,41x21x45cm,Blue,Wood,60,3.5,7613,False,2025-05-19,2026-02-07T20:30:35.792213,"[""electronics"", ""wearables"", ""sony""]",High-quality wearables from Sony,"[""Premium Wood construction"", ""Innovative technology"", ""Energy efficient design""]",False,False,True,False
PROD1024,KitchenAid Cookware Premium,Home & Kitchen,Cookware,KitchenAid,SKU-63271-600,382.0,301.63,21.04,284,25,SUPP807,KitchenAid,9.57,72x67x12cm,White,Plastic,12,3.6,6625,True,2024-02-27,2026-02-07T20:30:35.792250,"[""home & kitchen"", ""cookware"", ""kitchenaid""]",High-quality cookware from KitchenAid,"[""Premium Plastic construction"", ""Innovative technology"", ""Sustainable design""]",False,False,False,False
PROD1025,Under Armour Team Sports Max,Sports,Team Sports,Under Armour,SKU-80236-880,399.0,254.77,36.15,353,21,SUPP296,Under Armour,4.41,71x45x85cm,Gold,Plastic,36,5.0,3180,True,2025-04-17,2026-02-07T20:30:35.792286,"[""sports"", ""team sports"", ""under armour""]",High-quality team sports from Under Armour,"[""Premium Plastic construction"", ""Advanced technology"", ""Eco-friendly design""]",True,False,True,False
PROD1026,Nike Accessories Premium,Fashion,Accessories,Nike,SKU-71524-590,407.0,315.24,22.55,225,31,SUPP288,Nike,19.31,42x71x24cm,Silver,Wood,12,3.8,1213,True,2024-07-10,2026-02-07T20:30:35.792322,"[""fashion"", ""accessories"", ""nike""]",High-quality accessories from Nike,"[""Premium Wood construction"", ""Advanced technology"", ""Energy efficient design""]",False,True,True,False
PROD1027,Clinique Personal Care Premium,Beauty,Personal Care,Clinique,SKU-91399-161,172.0,137.26,20.2,312,16,SUPP881,Clinique,4.23,37x43x94cm,Red,Fabric,12,3.3,2847,True,2025-08-16,2026-02-07T20:30:35.792359,"[""beauty"", ""personal care"", ""clinique""]",High-quality personal care from Clinique,"[""Premium Fabric construction"", ""Advanced technology"", ""Energy efficient design""]",False,False,False,False
PROD1028,Louis Vuitton Accessories Elite,Fashion,Accessories,Louis Vuitton,SKU-25043-657,1002.5,719.75,28.2,115,19,SUPP372,Louis Vuitton,16.55,19x17x31cm,Blue,Metal,36,4.2,9325,True,2025-06-25,2026-02-07T20:30:35.792396,"[""fashion"", ""accessories"", ""louis vuitton""]",High-quality accessories from Louis Vuitton,"[""Premium Metal construction"", ""Innovative technology"", ""Energy efficient design""]",False,False,False,True
PROD1029,Puma Equipment Pro,Sports,Equipment,Puma,SKU-98381-956,339.0,220.37,34.99,440,46,SUPP701,Puma,19.02,96x44x83cm,White,Plastic,12,4.5,2870,False,2025-08-04,2026-02-07T20:30:35.792431,"[""sports"", ""equipment"", ""puma""]",High-quality equipment from Puma,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,False,True,True
PROD1030,L'Oreal Haircare Max,Beauty,Haircare,L'Oreal,SKU-96846-510,73.0,48.62,33.4,416,45,SUPP137,L'Oreal,9.15,50x42x51cm,Silver,Leather,12,4.9,6622,True,2025-04-05,2026-02-07T20:30:35.792466,"[""beauty"", ""haircare"", ""l'oreal""]",High-quality haircare from L'Oreal,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,False,True,False
PROD1031,Ninja Lighting Pro,Home & Kitchen,Lighting,Ninja,SKU-13783-745,662.0,455.21,31.24,311,25,SUPP826,Ninja,3.25,80x11x80cm,Black,Leather,60,3.2,1858,False,2024-12-28,2026-02-07T20:30:35.792501,"[""home & kitchen"", ""lighting"", ""ninja""]",High-quality lighting from Ninja,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",True,False,False,False
PROD1032,Ninja Home Decor Plus,Home & Kitchen,Home Decor,Ninja,SKU-27892-984,248.0,194.52,21.56,35,27,SUPP891,Ninja,15.82,63x53x74cm,Gold,Wood,36,4.6,4634,True,2024-07-27,2026-02-07T20:30:35.792536,"[""home & kitchen"", ""home decor"", ""ninja""]",High-quality home decor from Ninja,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,False,False
PROD1033,Dyson Cookware Elite,Home & Kitchen,Cookware,Dyson,SKU-51704-862,527.4,356.84,32.34,242,34,SUPP495,Dyson,19.77,93x29x73cm,Black,Leather,12,3.3,9669,True,2025-01-20,2026-02-07T20:30:35.792571,"[""home & kitchen"", ""cookware"", ""dyson""]",High-quality cookware from Dyson,"[""Premium Leather construction"", ""Advanced technology"", ""Eco-friendly design""]",True,False,True,False
PROD1034,L'Oreal Makeup Max,Beauty,Makeup,L'Oreal,SKU-79942-489,223.0,137.38,38.39,488,30,SUPP741,L'Oreal,14.4,72x79x14cm,Gold,Fabric,12,3.5,4708,True,2025-05-09,2026-02-07T20:30:35.792608,"[""beauty"", ""makeup"", ""l'oreal""]",High-quality makeup from L'Oreal,"[""Premium Fabric construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,True,True,False
PROD1035,IKEA Table Pro,Home & Kitchen,Furniture,IKEA,SKU-99364-911,483.0,313.39,35.12,92,20,SUPP279,IKEA,1.67,58x89x97cm,Red,Leather,24,4.0,9554,True,2024-09-10,2026-02-07T20:30:35.792650,"[""home & kitchen"", ""furniture"", ""ikea""]",High-quality furniture from IKEA,"[""Premium Leather construction"", ""Advanced technology"", ""Eco-friendly design""]",False,False,False,False
PROD1036,Kiehl's Fragrances Pro,Beauty,Fragrances,Kiehl's,SKU-49599-303,173.0,137.09,20.76,196,40,SUPP209,Kiehl's,4.82,83x55x83cm,Blue,Fabric,36,5.0,4837,True,2025-10-27,2026-02-07T20:30:35.792686,"[""beauty"", ""fragrances"", ""kiehl's""]",High-quality fragrances from Kiehl's,"[""Premium Fabric construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",False,True,True,True
PROD1037,Estee Lauder Fragrances Plus,Beauty,Fragrances,Estee Lauder,SKU-22735-742,148.0,111.17,24.89,330,12,SUPP416,Estee Lauder,15.79,14x84x56cm,Gold,Metal,24,3.2,4835,True,2025-12-13,2026-02-07T20:30:35.792722,"[""beauty"", ""fragrances"", ""estee lauder""]",High-quality fragrances from Estee Lauder,"[""Premium Metal construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",True,True,True,False
PROD1038,Dyson Lighting Plus,Home & Kitchen,Lighting,Dyson,SKU-28449-872,1067.4,812.13,23.92,494,24,SUPP980,Dyson,13.56,96x60x81cm,Black,Leather,36,3.2,6464,True,2024-02-12,2026-02-07T20:30:35.792758,"[""home & kitchen"", ""lighting"", ""dyson""]",High-quality lighting from Dyson,"[""Premium Leather construction"", ""Innovative technology"", ""Sustainable design""]",True,False,False,False
PROD1039,Ninja Lighting Pro,Home & Kitchen,Lighting,Ninja,SKU-89964-326,582.0,452.12,22.32,331,14,SUPP750,Ninja,16.49,99x48x93cm,Silver,Wood,60,3.2,742,True,2025-09-18,2026-02-07T20:30:35.792794,"[""home & kitchen"", ""lighting"", ""ninja""]",High-quality lighting from Ninja,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",True,True,True,True
PROD1040,H&M Watches Premium,Fashion,Watches,H&M,SKU-63492-386,350.0,255.84,26.9,16,33,SUPP322,H&M,8.92,40x56x22cm,Red,Leather,36,4.1,5876,True,2025-10-24,2026-02-07T20:30:35.792831,"[""fashion"", ""watches"", ""h&m""]",High-quality watches from H&M,"[""Premium Leather construction"", ""Innovative technology"", ""Eco-friendly design""]",True,True,False,False
PROD1041,Nike Jewelry Max,Fashion,Jewelry,Nike,SKU-86858-321,114.0,87.32,23.4,416,24,SUPP436,Nike,15.51,86x10x45cm,White,Wood,24,5.0,8850,True,2024-06-10,2026-02-07T20:30:35.792867,"[""fashion"", ""jewelry"", ""nike""]",High-quality jewelry from Nike,"[""Premium Wood construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,True,False
PROD1042,Zara Jewelry Plus,Fashion,Jewelry,Zara,SKU-68756-896,76.0,47.33,37.72,185,42,SUPP707,Zara,2.27,74x38x88cm,Blue,Plastic,12,4.5,8543,True,2025-08-02,2026-02-07T20:30:35.792908,"[""fashion"", ""jewelry"", ""zara""]",High-quality jewelry from Zara,"[""Premium Plastic construction"", ""Innovative technology"", ""Sustainable design""]",True,True,False,True
PROD1043,NARS Cleanser Elite,Beauty,Skincare,NARS,SKU-86724-661,95.0,59.4,37.47,364,30,SUPP490,NARS,19.89,77x47x68cm,Gold,Wood,60,3.2,1874,True,2024-12-31,2026-02-07T20:30:35.792946,"[""beauty"", ""skincare"", ""nars""]",High-quality skincare from NARS,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",True,False,False,True
PROD1044,Kiehl's Haircare Max,Beauty,Haircare,Kiehl's,SKU-21957-951,150.0,118.61,20.93,43,15,SUPP542,Kiehl's,2.02,57x26x81cm,Black,Leather,12,4.2,9201,True,2024-10-28,2026-02-07T20:30:35.792982,"[""beauty"", ""haircare"", ""kiehl's""]",High-quality haircare from Kiehl's,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,False,False,True
PROD1045,Dell Tablets Max,Electronics,Tablets,Dell,SKU-55890-965,512.0,374.45,26.87,284,33,SUPP217,Dell,15.28,83x38x64cm,Black,Metal,12,4.2,4381,True,2024-09-09,2026-02-07T20:30:35.793018,"[""electronics"", ""tablets"", ""dell""]",High-quality tablets from Dell,"[""Premium Metal construction"", ""Advanced technology"", ""Eco-friendly design""]",False,False,False,False
PROD1046,Louis Vuitton Jewelry Pro,Fashion,Jewelry,Louis Vuitton,SKU-65028-564,1072.5,803.54,25.08,174,20,SUPP478,Louis Vuitton,6.3,51x82x86cm,Blue,Metal,12,4.8,2549,True,2024-06-06,2026-02-07T20:30:35.793053,"[""fashion"", ""jewelry"", ""louis vuitton""]",High-quality jewelry from Louis Vuitton,"[""Premium Metal construction"", ""Cutting-edge technology"", ""Energy efficient design""]",True,False,False,False
PROD1047,NARS Personal Care Max,Beauty,Personal Care,NARS,SKU-98930-707,78.0,53.51,31.4,249,43,SUPP783,NARS,6.24,38x60x86cm,Gold,Fabric,12,3.0,4938,True,2024-07-23,2026-02-07T20:30:35.793088,"[""beauty"", ""personal care"", ""nars""]",High-quality personal care from NARS,"[""Premium Fabric construction"", ""Advanced technology"", ""Eco-friendly design""]",False,False,True,False
PROD1048,Estee Lauder Makeup Premium,Beauty,Makeup,Estee Lauder,SKU-12456-570,201.0,136.56,32.06,471,14,SUPP982,Estee Lauder,6.33,64x83x61cm,Blue,Plastic,60,3.6,6636,True,2025-09-22,2026-02-07T20:30:35.793124,"[""beauty"", ""makeup"", ""estee lauder""]",High-quality makeup from Estee Lauder,"[""Premium Plastic construction"", ""Innovative technology"", ""Energy efficient design""]",False,False,True,False
PROD1049,Microsoft Ultrabook Elite,Electronics,Laptops,Microsoft,SKU-76910-748,1373.0,884.64,35.57,58,43,SUPP622,Microsoft,3.96,54x54x92cm,Black,Metal,24,3.5,2399,True,2024-10-25,2026-02-07T20:30:35.793160,"[""electronics"", ""laptops"", ""microsoft""]",High-quality laptops from Microsoft,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,True,True
PROD1050,Clinique Haircare Premium,Beauty,Haircare,Clinique,SKU-71462-552,185.0,122.7,33.68,323,29,SUPP915,Clinique,5.57,17x55x74cm,Black,Leather,12,3.6,7404,True,2024-04-26,2026-02-07T20:30:35.793197,"[""beauty"", ""haircare"", ""clinique""]",High-quality haircare from Clinique,"[""Premium Leather construction"", ""Advanced technology"", ""Eco-friendly design""]",False,True,True,False
PROD1051,Puma Athletic Apparel Elite,Sports,Athletic Apparel,Puma,SKU-18109-561,194.0,139.87,27.9,52,31,SUPP831,Puma,1.78,92x32x15cm,White,Wood,24,4.4,7199,True,2024-04-19,2026-02-07T20:30:35.793234,"[""sports"", ""athletic apparel"", ""puma""]",High-quality athletic apparel from Puma,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",False,False,False,False
PROD1052,Columbia Resistance Bands Max,Sports,Fitness,Columbia,SKU-53694-183,175.0,113.82,34.96,298,19,SUPP458,Columbia,6.27,93x99x94cm,White,Wood,60,3.3,1388,True,2024-11-28,2026-02-07T20:30:35.793287,"[""sports"", ""fitness"", ""columbia""]",High-quality fitness from Columbia,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",False,True,True,False
PROD1053,MAC Personal Care Max,Beauty,Personal Care,MAC,SKU-20114-402,194.0,123.85,36.16,432,16,SUPP619,MAC,15.44,77x14x94cm,White,Metal,36,4.8,2147,False,2024-04-22,2026-02-07T20:30:35.793342,"[""beauty"", ""personal care"", ""mac""]",High-quality personal care from MAC,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,False,False
PROD1054,Ninja Appliances Elite,Home & Kitchen,Appliances,Ninja,SKU-98907-684,344.0,268.59,21.92,225,39,SUPP887,Ninja,5.71,58x74x77cm,Silver,Metal,60,4.9,3271,True,2024-11-11,2026-02-07T20:30:35.793415,"[""home & kitchen"", ""appliances"", ""ninja""]",High-quality appliances from Ninja,"[""Premium Metal construction"", ""Innovative technology"", ""Energy efficient design""]",False,False,True,False
PROD1055,Under Armour Dumbbells Plus,Sports,Fitness,Under Armour,SKU-55820-127,253.0,156.44,38.17,212,13,SUPP505,Under Armour,10.09,40x59x20cm,Blue,Metal,36,3.4,5221,True,2025-11-26,2026-02-07T20:30:35.793456,"[""sports"", ""fitness"", ""under armour""]",High-quality fitness from Under Armour,"[""Premium Metal construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,True,False
PROD1056,Kiehl's Makeup Elite,Beauty,Makeup,Kiehl's,SKU-89807-640,29.0,18.65,35.69,216,17,SUPP894,Kiehl's,5.83,48x25x16cm,Red,Metal,24,3.8,7489,True,2024-10-31,2026-02-07T20:30:35.793549,"[""beauty"", ""makeup"", ""kiehl's""]",High-quality makeup from Kiehl's,"[""Premium Metal construction"", ""Advanced technology"", ""Eco-friendly design""]",True,True,True,False
PROD1057,Sony Accessories Premium,Electronics,Accessories,Sony,SKU-81313-619,1153.0,916.56,20.51,402,42,SUPP667,Sony,0.5,70x15x91cm,Red,Plastic,60,5.0,4155,True,2025-05-20,2026-02-07T20:30:35.793603,"[""electronics"", ""accessories"", ""sony""]",High-quality accessories from Sony,"[""Premium Plastic construction"", ""Innovative technology"", ""Energy efficient design""]",False,True,True,False
PROD1058,IKEA Appliances Premium,Home & Kitchen,Appliances,IKEA,SKU-33891-930,758.0,525.24,30.71,69,14,SUPP833,IKEA,15.55,68x14x47cm,Gold,Leather,24,3.1,3268,True,2024-08-30,2026-02-07T20:30:35.793656,"[""home & kitchen"", ""appliances"", ""ikea""]",High-quality appliances from IKEA,"[""Premium Leather construction"", ""Innovative technology"", ""Eco-friendly design""]",False,False,False,False
PROD1059,Zara Accessories Max,Fashion,Accessories,Zara,SKU-54438-291,113.0,87.9,22.21,254,41,SUPP476,Zara,18.49,76x44x20cm,Blue,Leather,60,3.2,9870,True,2025-10-25,2026-02-07T20:30:35.793723,"[""fashion"", ""accessories"", ""zara""]",High-quality accessories from Zara,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",False,True,True,False
PROD1060,Ninja Cookware Plus,Home & Kitchen,Cookware,Ninja,SKU-67008-381,459.0,342.12,25.46,327,13,SUPP176,Ninja,13.46,61x56x75cm,Red,Fabric,24,4.9,2339,False,2024-03-11,2026-02-07T20:30:35.793763,"[""home & kitchen"", ""cookware"", ""ninja""]",High-quality cookware from Ninja,"[""Premium Fabric construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,False,False
PROD1061,Reebok Dumbbells Elite,Sports,Fitness,Reebok,SKU-51207-765,323.0,202.7,37.24,142,25,SUPP216,Reebok,0.62,33x73x76cm,Blue,Fabric,60,4.8,1929,True,2025-08-26,2026-02-07T20:30:35.793801,"[""sports"", ""fitness"", ""reebok""]",High-quality fitness from Reebok,"[""Premium Fabric construction"", ""Innovative technology"", ""Sustainable design""]",False,True,False,False
PROD1062,L'Oreal Makeup Pro,Beauty,Makeup,L'Oreal,SKU-55537-826,247.0,188.24,23.79,33,45,SUPP655,L'Oreal,5.88,48x30x100cm,Gold,Fabric,24,4.6,8335,True,2025-01-28,2026-02-07T20:30:35.793856,"[""beauty"", ""makeup"", ""l'oreal""]",High-quality makeup from L'Oreal,"[""Premium Fabric construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,False,False
PROD1063,Under Armour Equipment Premium,Sports,Equipment,Under Armour,SKU-63843-887,188.0,127.77,32.04,209,46,SUPP175,Under Armour,2.59,50x92x19cm,Red,Leather,60,3.9,8476,True,2025-03-29,2026-02-07T20:30:35.793915,"[""sports"", ""equipment"", ""under armour""]",High-quality equipment from Under Armour,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",True,True,False,False
PROD1064,Dell Phone Max,Electronics,Smartphones,Dell,SKU-20336-356,637.0,502.91,21.05,100,50,SUPP664,Dell,5.56,90x48x88cm,Silver,Wood,12,4.0,2762,True,2024-05-13,2026-02-07T20:30:35.793974,"[""electronics"", ""smartphones"", ""dell""]",High-quality smartphones from Dell,"[""Premium Wood construction"", ""Advanced technology"", ""Sustainable design""]",False,True,True,False
PROD1065,Columbia Team Sports Premium,Sports,Team Sports,Columbia,SKU-94136-409,284.0,220.9,22.22,247,25,SUPP924,Columbia,16.17,61x48x68cm,Silver,Wood,12,4.4,2589,False,2026-01-23,2026-02-07T20:30:35.794031,"[""sports"", ""team sports"", ""columbia""]",High-quality team sports from Columbia,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",False,True,False,False
